ID,Age,Genre,Education,Pays,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivite,Sensations,Cannabis,Cannabis_recode,Sans_diplome,Genre_num
955,18,Homme,Quitte Lycee ou universite sans diplome,Autre,49,34,43,42,36,-0.71126,-1.18084,oui,1,1,0
956,18,Homme,Diplome professionnel,Etats-Unis,53,36,45,33,20,1.8620299999999999,1.2247,oui,1,0,0
957,45,Homme,Diplome universitaire,Etats-Unis,25,36,41,44,45,-0.71126,-0.8463700000000001,oui,1,0,0
958,35,Homme,Diplome professionnel,Royaume-Unis,23,38,46,51,50,-0.71126,-1.18084,oui,1,0,0
959,18,Homme,Quitte Lycee ou universite sans diplome,Autre,33,50,45,35,54,-0.21711999999999998,0.7654,oui,1,1,0
960,18,Femme,Diplome universitaire,Autre,36,41,54,50,37,0.52975,-0.52593,non,0,0,1
961,45,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,35,35,50,55,39,-0.21711999999999998,-0.21575,oui,1,1,1
962,18,Homme,Diplome professionnel,Australie,39,46,52,45,40,1.8620299999999999,1.92173,oui,1,0,0
963,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,32,42,56,48,33,0.88113,0.40148,oui,1,1,0
964,35,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,42,26,45,44,42,0.19268,1.2247,oui,1,1,0
965,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,27,48,42,48,44,-0.21711999999999998,0.40148,oui,1,1,0
966,25,Femme,Maitrise,Etats-Unis,25,40,50,46,40,0.19268,0.40148,oui,1,0,1
967,18,Homme,Maitrise,Royaume-Unis,27,47,45,45,45,0.19268,1.2247,oui,1,0,0
968,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,30,42,49,50,44,-0.71126,-0.52593,oui,1,1,1
969,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,33,41,56,52,39,1.29221,1.2247,oui,1,1,1
970,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,22,48,52,33,48,-0.21711999999999998,0.7654,oui,1,1,0
971,55,Homme,Doctorat,Autre,20,48,49,50,47,0.52975,0.07987000000000001,oui,1,0,0
972,35,Femme,Diplome universitaire,Canada,38,40,44,39,38,0.88113,0.7654,oui,1,0,1
973,25,Homme,Quitte Lycee ou universite sans diplome,Canada,40,28,49,36,48,-0.21711999999999998,0.40148,oui,1,1,0
974,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,50,31,37,44,38,-0.71126,0.40148,oui,1,1,0
975,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,20,53,53,52,46,-0.71126,1.92173,oui,1,1,0
976,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,48,40,52,35,36,0.52975,1.92173,oui,1,1,0
977,65,Homme,Maitrise,Etats-Unis,18,40,49,48,47,0.52975,-0.52593,non,0,0,0
978,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,30,47,50,47,42,-0.21711999999999998,-0.52593,oui,1,1,0
979,35,Femme,Maitrise,Royaume-Unis,30,49,36,53,39,1.29221,1.2247,oui,1,0,1
980,45,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,48,32,42,42,47,-0.71126,-0.21575,oui,1,1,1
981,25,Femme,Doctorat,Etats-Unis,42,41,50,39,40,-0.71126,-0.8463700000000001,oui,1,0,1
982,18,Homme,Quitte Lycee ou universite sans diplome,Autre,40,39,46,38,45,-0.21711999999999998,0.07987000000000001,oui,1,1,0
983,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,46,47,37,37,34,0.88113,1.2247,oui,1,1,0
984,25,Femme,Diplome universitaire,Etats-Unis,42,39,56,31,49,0.52975,1.2247,oui,1,0,1
985,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,34,39,53,49,41,0.88113,1.92173,oui,1,1,0
986,18,Homme,Quitte Lycee ou universite sans diplome,Autre,34,42,53,40,35,0.52975,1.2247,oui,1,1,0
987,18,Homme,Diplome professionnel,Etats-Unis,43,34,40,40,44,0.88113,0.07987000000000001,oui,1,0,0
988,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,52,44,48,34,25,1.29221,1.2247,oui,1,1,0
989,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,29,48,43,35,-0.71126,0.07987000000000001,oui,1,1,0
990,25,Homme,Diplome universitaire,Etats-Unis,28,40,46,36,40,1.29221,1.2247,oui,1,0,0
991,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,52,36,55,44,39,0.88113,1.2247,oui,1,1,0
992,18,Homme,Quitte Lycee ou universite sans diplome,Australie,39,51,47,38,28,1.8620299999999999,1.92173,oui,1,1,0
993,55,Homme,Diplome professionnel,Autre,28,42,49,44,42,-0.21711999999999998,-0.21575,oui,1,0,0
994,25,Homme,Diplome universitaire,Royaume-Unis,25,45,54,56,49,-0.21711999999999998,0.40148,oui,1,0,0
995,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,41,45,50,49,36,0.52975,1.2247,oui,1,1,0
996,18,Homme,Maitrise,Autre,28,38,43,37,41,0.52975,0.7654,oui,1,0,0
997,18,Homme,Maitrise,Royaume-Unis,28,46,42,46,47,0.88113,0.7654,oui,1,0,0
998,25,Homme,Maitrise,Royaume-Unis,47,38,51,39,48,-0.21711999999999998,0.07987000000000001,oui,1,0,0
999,25,Femme,Doctorat,Etats-Unis,26,45,43,42,48,-0.21711999999999998,-0.52593,oui,1,0,1
1000,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,29,43,44,44,51,-0.71126,-1.18084,oui,1,1,0
1001,18,Homme,Quitte ecole a 16 ans,Nouvelle-Zelande,48,32,43,42,37,1.29221,0.7654,oui,1,1,0
1002,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,35,46,36,27,35,1.29221,1.92173,oui,1,1,0
1003,45,Femme,Quitte Lycee ou universite sans diplome,Autre,32,41,46,46,47,-1.37983,-1.18084,oui,1,1,1
1004,18,Homme,Quitte Lycee ou universite sans diplome,Autre,55,27,43,33,44,-1.37983,-0.52593,oui,1,1,0
1005,18,Homme,Quitte ecole a 18 ans,Canada,53,23,37,40,18,-0.21711999999999998,-1.18084,oui,1,1,0
1006,18,Homme,Quitte ecole a 18 ans,Etats-Unis,44,29,32,43,29,1.29221,1.2247,oui,1,1,0
1007,18,Femme,Quitte ecole a 18 ans,Etats-Unis,53,33,51,44,35,-0.71126,-0.52593,non,0,1,1
1008,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,35,41,55,49,42,0.19268,0.40148,oui,1,1,0
1009,45,Homme,Maitrise,Autre,42,31,41,40,33,-0.21711999999999998,-0.21575,oui,1,0,0
1010,18,Femme,Quitte ecole a 18 ans,Royaume-Unis,48,46,48,41,40,0.52975,0.40148,oui,1,1,1
1011,45,Homme,Diplome universitaire,Etats-Unis,29,40,45,43,45,-2.55524,-0.52593,oui,1,0,0
1012,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,30,49,56,51,36,0.19268,1.92173,oui,1,1,1
1013,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,53,31,48,38,31,0.19268,-1.18084,oui,1,1,0
1014,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,42,42,46,44,41,0.19268,0.7654,oui,1,1,0
1015,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,28,53,51,46,37,1.8620299999999999,1.92173,oui,1,1,0
1016,45,Homme,Diplome universitaire,Etats-Unis,25,44,58,48,50,-1.37983,0.07987000000000001,oui,1,0,0
1017,18,Homme,Diplome professionnel,Autre,18,55,56,44,52,0.19268,0.7654,oui,1,0,0
1018,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,39,20,39,32,22,0.88113,0.07987000000000001,oui,1,1,0
1019,18,Femme,Quitte ecole a 18 ans,Royaume-Unis,32,31,38,46,49,-0.71126,-2.07848,oui,1,1,1
1020,25,Homme,Quitte ecole a 18 ans,Autre,38,50,47,33,42,-0.21711999999999998,0.7654,oui,1,1,0
1021,35,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,45,30,35,40,36,0.19268,-2.07848,oui,1,1,1
1022,18,Homme,Diplome universitaire,Etats-Unis,37,33,52,30,47,-0.21711999999999998,-0.52593,oui,1,0,0
1023,18,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,55,19,37,40,23,-0.71126,-0.8463700000000001,oui,1,1,1
1024,18,Homme,Quitte ecole a 18 ans,Australie,49,39,55,37,39,-0.21711999999999998,0.07987000000000001,oui,1,1,0
1025,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,29,38,52,36,23,1.29221,0.7654,oui,1,1,0
1026,18,Femme,Quitte ecole a 18 ans,Etats-Unis,39,32,48,47,37,0.88113,0.07987000000000001,oui,1,1,1
1027,18,Femme,Diplome universitaire,Etats-Unis,25,33,40,41,39,-0.21711999999999998,-0.52593,oui,1,0,1
1028,45,Homme,Doctorat,Etats-Unis,37,42,48,37,42,0.19268,0.40148,oui,1,0,0
1029,35,Femme,Diplome universitaire,Etats-Unis,42,42,42,43,46,1.29221,1.2247,oui,1,0,1
1030,18,Femme,Maitrise,Etats-Unis,32,45,49,47,50,-0.21711999999999998,1.92173,oui,1,0,1
1031,18,Femme,Diplome universitaire,Royaume-Unis,41,33,39,36,39,-0.21711999999999998,0.40148,oui,1,0,1
1032,18,Homme,Quitte Lycee ou universite sans diplome,Australie,29,42,49,50,42,0.19268,0.7654,oui,1,1,0
1033,25,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,38,30,44,36,31,1.29221,0.40148,oui,1,1,0
1034,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,38,35,46,39,40,0.19268,0.40148,oui,1,1,0
1035,18,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,48,36,48,39,34,0.52975,1.92173,oui,1,1,1
1036,18,Homme,Diplome professionnel,Royaume-Unis,41,43,56,43,38,0.52975,0.7654,oui,1,0,0
1037,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,41,45,51,42,40,1.29221,1.2247,oui,1,1,1
1038,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,19,43,49,47,47,-1.37983,-0.8463700000000001,oui,1,1,0
1039,35,Femme,Maitrise,Etats-Unis,48,29,45,58,36,-0.21711999999999998,-2.07848,oui,1,0,1
1040,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,38,34,50,56,49,0.52975,1.2247,oui,1,1,1
1041,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,43,39,49,38,45,-0.71126,0.07987000000000001,oui,1,1,0
1042,35,Femme,Maitrise,Royaume-Unis,42,39,31,42,34,0.88113,0.40148,non,0,0,1
1043,35,Homme,Diplome universitaire,Royaume-Unis,38,24,30,34,31,1.8620299999999999,0.7654,non,0,0,0
1044,25,Homme,Quitte Lycee ou universite sans diplome,Autre,46,36,46,49,38,0.88113,-0.21575,oui,1,1,0
1045,25,Femme,Maitrise,Royaume-Unis,45,37,35,48,37,-1.37983,-0.52593,oui,1,0,1
1046,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,43,48,54,49,35,1.29221,1.2247,oui,1,1,0
1047,25,Femme,Maitrise,Etats-Unis,49,48,56,26,32,1.29221,1.2247,oui,1,0,1
1048,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,48,31,48,43,44,-1.37983,-1.5485799999999998,oui,1,1,0
1049,18,Homme,Maitrise,Royaume-Unis,23,55,48,38,46,0.88113,1.92173,oui,1,0,0
1050,18,Homme,Diplome professionnel,Royaume-Unis,25,44,45,45,38,-0.21711999999999998,-0.52593,oui,1,0,0
1051,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,43,54,53,37,0.88113,0.7654,oui,1,1,1
1052,25,Homme,Doctorat,Autre,22,39,50,30,44,0.19268,1.2247,oui,1,0,0
1053,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,29,37,38,41,40,-0.21711999999999998,-0.21575,oui,1,1,0
1054,18,Homme,Quitte ecole a 18 ans,Canada,48,36,34,30,26,1.29221,1.92173,oui,1,1,0
1055,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,40,36,48,41,39,-0.21711999999999998,-0.21575,oui,1,1,1
1056,25,Homme,Quitte ecole a 16 ans,Royaume-Unis,28,48,55,39,46,0.19268,0.40148,oui,1,1,0
1057,25,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,38,39,50,47,51,-1.37983,-1.18084,oui,1,1,1
1058,35,Femme,Quitte ecole a 18 ans,Etats-Unis,39,31,37,31,31,0.19268,0.40148,oui,1,1,1
1059,18,Homme,Diplome universitaire,Etats-Unis,43,32,36,40,39,0.52975,0.40148,oui,1,0,0
1060,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,30,39,50,49,40,-0.71126,0.40148,oui,1,1,0
1061,45,Femme,Maitrise,Autre,30,40,55,47,48,-1.37983,-0.52593,non,0,0,1
1062,18,Femme,Quitte ecole a 18 ans,Etats-Unis,33,44,35,44,47,1.29221,0.07987000000000001,non,0,1,1
1063,18,Femme,Diplome universitaire,Etats-Unis,48,52,55,42,38,1.29221,1.2247,oui,1,0,1
1064,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,21,39,51,33,45,-0.21711999999999998,0.07987000000000001,oui,1,1,0
1065,25,Homme,Maitrise,Autre,29,44,55,47,46,-0.21711999999999998,1.2247,oui,1,0,0
1066,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,13,43,53,50,33,0.88113,0.7654,oui,1,1,0
1067,35,Femme,Quitte ecole a 17 ans,Canada,48,35,49,45,52,-1.37983,-1.5485799999999998,oui,1,1,1
1068,35,Homme,Diplome universitaire,Canada,30,35,28,41,40,-2.55524,-1.18084,non,0,0,0
1069,18,Homme,Quitte ecole a 18 ans,Royaume-Unis,21,46,45,43,35,0.88113,0.07987000000000001,oui,1,1,0
1070,25,Femme,Doctorat,Royaume-Unis,27,40,52,55,54,-1.37983,-0.21575,oui,1,0,1
1071,25,Femme,Maitrise,Autre,35,30,42,42,50,-0.21711999999999998,-1.18084,oui,1,0,1
1072,18,Homme,Maitrise,Royaume-Unis,40,40,47,39,43,0.88113,0.07987000000000001,oui,1,0,0
1073,18,Homme,Quitte Lycee ou universite sans diplome,Irelande,31,37,52,44,31,-0.21711999999999998,0.7654,oui,1,1,0
1074,18,Femme,Maitrise,Royaume-Unis,51,29,44,45,39,-0.71126,-1.5485799999999998,non,0,0,1
1075,35,Femme,Doctorat,Royaume-Unis,29,42,45,41,51,-1.37983,-1.5485799999999998,non,0,0,1
1076,35,Homme,Quitte ecole a 18 ans,Royaume-Unis,39,35,42,40,41,0.19268,0.7654,oui,1,1,0
1077,18,Homme,Quitte ecole a 17 ans,Royaume-Unis,27,36,50,51,40,-0.71126,-0.21575,oui,1,1,0
1078,35,Femme,Diplome professionnel,Canada,40,40,38,44,41,-1.37983,-1.18084,non,0,0,1
1079,25,Femme,Diplome universitaire,Etats-Unis,53,26,56,37,44,0.19268,1.92173,oui,1,0,1
1080,45,Homme,Diplome professionnel,Royaume-Unis,22,46,43,40,44,-0.21711999999999998,-1.5485799999999998,non,0,0,0
1081,35,Femme,Diplome professionnel,Royaume-Unis,41,30,35,44,33,-1.37983,-1.18084,non,0,0,1
1082,25,Femme,Maitrise,Royaume-Unis,39,51,44,45,46,0.52975,0.7654,non,0,0,1
1083,18,Femme,Maitrise,Royaume-Unis,25,50,47,50,50,-0.21711999999999998,-0.21575,non,0,0,1
1084,18,Homme,Maitrise,Royaume-Unis,33,43,43,45,38,-0.21711999999999998,-0.21575,oui,1,0,0
1085,18,Femme,Maitrise,Royaume-Unis,42,47,39,40,32,-0.71126,-0.8463700000000001,non,0,0,1
1086,18,Femme,Diplome universitaire,Royaume-Unis,35,39,48,45,45,-1.37983,-0.21575,oui,1,0,1
1087,18,Femme,Maitrise,Royaume-Unis,33,43,51,42,53,0.52975,0.40148,non,0,0,1
1088,35,Homme,Diplome professionnel,Canada,34,39,49,46,46,-0.71126,0.40148,oui,1,0,0
1089,18,Femme,Maitrise,Autre,35,46,57,41,44,-1.37983,-0.52593,non,0,0,1
1090,18,Femme,Maitrise,Royaume-Unis,41,43,45,41,44,0.19268,-0.52593,oui,1,0,1
1091,25,Femme,Maitrise,Etats-Unis,31,39,47,47,48,0.19268,-0.8463700000000001,non,0,0,1
1092,25,Femme,Diplome universitaire,Royaume-Unis,26,49,46,50,40,-1.37983,0.7654,oui,1,0,1
1093,18,Femme,Maitrise,Royaume-Unis,42,49,44,57,38,1.29221,0.40148,non,0,0,1
1094,45,Femme,Quitte ecole a 16 ans,Royaume-Unis,31,44,37,50,43,0.19268,-0.52593,oui,1,1,1
1095,18,Homme,Diplome universitaire,Australie,21,34,41,35,32,0.19268,0.7654,oui,1,0,0
1096,25,Femme,Diplome universitaire,Australie,23,51,39,39,46,0.88113,0.40148,oui,1,0,1
1097,35,Homme,Maitrise,Royaume-Unis,31,46,46,43,48,0.88113,-0.21575,non,0,0,0
1098,25,Homme,Maitrise,Royaume-Unis,47,32,39,43,43,-0.21711999999999998,-2.07848,oui,1,0,0
1099,18,Homme,Quitte ecole a 18 ans,Royaume-Unis,30,35,55,54,33,-0.21711999999999998,-0.52593,oui,1,1,0
1100,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,27,40,50,44,37,0.88113,0.07987000000000001,oui,1,1,0
1101,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,36,37,45,37,37,-1.37983,-0.21575,oui,1,1,1
1102,18,Femme,Maitrise,Royaume-Unis,24,48,47,46,46,-0.21711999999999998,0.40148,oui,1,0,1
1103,18,Homme,Quitte Lycee ou universite sans diplome,Autre,30,43,44,45,28,0.19268,0.7654,oui,1,1,0
1104,18,Femme,Diplome universitaire,Etats-Unis,39,39,41,41,50,-0.71126,-0.52593,oui,1,0,1
1105,18,Femme,Maitrise,Autre,28,39,44,40,39,-0.21711999999999998,1.2247,oui,1,0,1
1106,18,Femme,Quitte ecole a 18 ans,Etats-Unis,26,42,56,37,28,0.19268,0.7654,oui,1,1,1
1107,25,Homme,Quitte Lycee ou universite sans diplome,Autre,25,32,50,35,26,-1.37983,0.07987000000000001,oui,1,1,0
1108,25,Femme,Doctorat,Royaume-Unis,34,38,42,56,52,-1.37983,0.07987000000000001,oui,1,0,1
1109,25,Femme,Quitte Lycee ou universite sans diplome,Autre,54,38,48,35,34,0.19268,0.7654,oui,1,1,1
1110,18,Homme,Diplome universitaire,Royaume-Unis,47,47,52,42,38,1.8620299999999999,1.92173,oui,1,0,0
1111,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,27,51,54,51,40,0.19268,0.40148,oui,1,1,0
1112,45,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,57,29,32,44,29,0.88113,-0.52593,non,0,1,0
1113,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,38,39,43,56,51,-1.37983,-1.18084,oui,1,1,1
1114,45,Homme,Doctorat,Etats-Unis,40,37,49,45,32,1.29221,0.07987000000000001,oui,1,0,0
1115,18,Homme,Quitte ecole a 18 ans,Etats-Unis,27,31,40,36,46,-0.71126,-0.52593,oui,1,1,0
1116,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,12,43,45,51,54,-0.21711999999999998,0.7654,oui,1,1,0
1117,45,Homme,Quitte ecole a 16 ans,Royaume-Unis,41,36,48,26,40,0.88113,-0.21575,oui,1,1,0
1118,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,45,40,53,42,31,1.29221,0.40148,oui,1,1,0
1119,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,51,31,44,37,37,-0.71126,-0.21575,oui,1,1,0
1120,25,Femme,Diplome universitaire,Etats-Unis,21,55,59,50,40,0.52975,1.92173,oui,1,0,1
1121,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,37,45,31,34,0.88113,0.7654,oui,1,1,0
1122,25,Homme,Diplome universitaire,Royaume-Unis,26,48,48,46,47,0.19268,-0.21575,oui,1,0,0
1123,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,32,21,36,38,40,0.19268,0.7654,oui,1,1,0
1124,18,Homme,Quitte ecole a 16 ans,Canada,35,26,55,43,39,-0.71126,-0.52593,oui,1,1,0
1125,25,Homme,Diplome professionnel,Royaume-Unis,43,33,37,43,32,0.52975,-0.52593,oui,1,0,0
1126,25,Homme,Quitte ecole a 18 ans,Royaume-Unis,26,40,28,46,42,1.29221,0.07987000000000001,oui,1,1,0
1127,25,Homme,Diplome professionnel,Etats-Unis,49,30,42,42,24,-0.21711999999999998,-0.21575,oui,1,0,0
1128,55,Homme,Quitte ecole a 17 ans,Etats-Unis,41,37,41,32,46,-0.21711999999999998,0.07987000000000001,oui,1,1,0
1129,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,49,33,50,45,36,0.52975,1.2247,oui,1,1,0
1130,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,25,40,50,32,0.88113,0.40148,oui,1,1,0
1131,18,Homme,Quitte Lycee ou universite sans diplome,Autre,22,31,51,53,28,-0.21711999999999998,0.40148,oui,1,1,0
1132,18,Homme,Quitte Lycee ou universite sans diplome,Autre,40,41,44,43,27,1.29221,0.7654,oui,1,1,0
1133,25,Femme,Diplome professionnel,Etats-Unis,56,45,50,29,28,1.8620299999999999,1.92173,oui,1,0,1
1134,25,Homme,Maitrise,Nouvelle-Zelande,42,35,46,35,40,-0.21711999999999998,-0.21575,oui,1,0,0
1135,35,Homme,Diplome professionnel,Australie,24,41,55,50,44,1.29221,0.7654,oui,1,0,0
1136,18,Homme,Maitrise,Etats-Unis,40,48,37,37,38,1.8620299999999999,0.40148,oui,1,0,0
1137,18,Homme,Quitte ecole a 18 ans,Etats-Unis,49,44,43,34,29,1.29221,1.2247,oui,1,1,0
1138,25,Femme,Doctorat,Royaume-Unis,35,42,39,43,45,-1.37983,-0.8463700000000001,non,0,0,1
1139,25,Femme,Diplome universitaire,Autre,39,26,45,47,32,-0.21711999999999998,-0.8463700000000001,non,0,0,1
1140,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,41,31,48,21,38,1.8620299999999999,1.2247,oui,1,1,0
1141,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,27,43,46,52,40,-0.21711999999999998,1.2247,oui,1,1,1
1142,25,Femme,Diplome universitaire,Australie,51,28,50,36,30,0.52975,1.2247,oui,1,0,1
1143,35,Homme,Diplome professionnel,Etats-Unis,40,31,46,42,46,0.52975,0.07987000000000001,oui,1,0,0
1144,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,54,26,53,52,33,-0.21711999999999998,1.2247,oui,1,1,1
1145,45,Homme,Diplome universitaire,Royaume-Unis,38,32,40,41,37,0.19268,-0.8463700000000001,non,0,0,0
1146,18,Homme,Quitte Lycee ou universite sans diplome,Irelande,51,34,40,35,25,-0.21711999999999998,0.07987000000000001,oui,1,1,0
1147,25,Homme,Maitrise,Etats-Unis,38,35,47,43,34,-0.71126,-1.18084,oui,1,0,0
1148,25,Homme,Diplome universitaire,Etats-Unis,14,37,37,33,48,-0.21711999999999998,0.07987000000000001,oui,1,0,0
1149,35,Homme,Diplome professionnel,Etats-Unis,53,33,46,33,32,0.88113,-0.52593,oui,1,0,0
1150,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,37,41,46,39,37,0.52975,1.92173,oui,1,1,0
1151,45,Femme,Quitte ecole a 18 ans,Australie,30,44,43,46,48,-0.71126,-0.52593,oui,1,1,1
1152,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,48,37,49,50,45,0.19268,0.40148,oui,1,1,0
1153,35,Femme,Diplome universitaire,Etats-Unis,52,27,41,41,32,0.88113,-0.8463700000000001,oui,1,0,1
1154,55,Femme,Maitrise,Etats-Unis,39,35,40,35,40,0.52975,1.92173,non,0,0,1
1155,18,Homme,Quitte ecole a 18 ans,Autre,41,34,44,42,27,0.52975,1.2247,oui,1,1,0
1156,18,Femme,Maitrise,Royaume-Unis,40,41,47,48,38,0.19268,0.7654,oui,1,0,1
1157,18,Homme,Doctorat,Royaume-Unis,27,51,55,53,38,-0.21711999999999998,1.2247,oui,1,0,0
1158,18,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,38,39,43,39,45,-0.21711999999999998,-0.52593,oui,1,1,1
1159,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,42,52,56,46,39,1.29221,0.7654,oui,1,1,0
1160,45,Homme,Diplome professionnel,Irelande,31,40,43,35,48,-0.71126,0.40148,oui,1,0,0
1161,25,Femme,Diplome universitaire,Canada,42,39,46,43,33,0.19268,1.2247,oui,1,0,1
1162,18,Homme,Quitte ecole a 17 ans,Etats-Unis,44,32,35,37,43,0.52975,0.7654,oui,1,1,0
1163,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,36,39,55,44,44,0.52975,1.92173,oui,1,1,0
1164,25,Femme,Doctorat,Royaume-Unis,34,33,47,49,54,-0.71126,-0.52593,non,0,0,1
1165,25,Homme,Quitte ecole a 17 ans,Australie,32,42,45,44,45,0.19268,0.07987000000000001,oui,1,1,0
1166,25,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,44,32,48,39,49,0.88113,-0.21575,oui,1,1,0
1167,35,Homme,Diplome universitaire,Etats-Unis,32,36,51,48,28,1.8620299999999999,1.92173,oui,1,0,0
1168,25,Homme,Diplome universitaire,Etats-Unis,41,33,52,41,46,-0.21711999999999998,0.07987000000000001,oui,1,0,0
1169,18,Homme,Quitte ecole a 18 ans,Etats-Unis,44,38,54,38,34,0.88113,0.7654,oui,1,1,0
1170,45,Homme,Diplome professionnel,Etats-Unis,40,39,44,30,34,0.52975,0.40148,oui,1,0,0
1171,35,Femme,Diplome universitaire,Etats-Unis,25,48,54,51,44,-0.71126,-0.21575,oui,1,0,1
1172,35,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,37,36,45,38,43,-0.71126,0.40148,oui,1,1,0
1173,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,33,41,38,47,48,0.88113,0.40148,oui,1,1,0
1174,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,40,41,54,47,46,-1.37983,0.07987000000000001,oui,1,1,1
1175,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,36,34,51,41,49,-0.21711999999999998,0.7654,oui,1,1,0
1176,25,Homme,Maitrise,Etats-Unis,39,34,45,37,49,1.8620299999999999,1.92173,oui,1,0,0
1177,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,23,40,39,48,40,-0.21711999999999998,0.7654,oui,1,1,0
1178,18,Homme,Quitte Lycee ou universite sans diplome,Autre,44,39,45,34,35,-1.37983,0.07987000000000001,oui,1,1,0
1179,25,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,31,42,46,53,43,1.29221,0.40148,oui,1,1,1
1180,25,Femme,Maitrise,Etats-Unis,55,43,56,24,32,1.8620299999999999,1.92173,oui,1,0,1
1181,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,28,38,41,48,40,-0.21711999999999998,-1.18084,oui,1,1,0
1182,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,34,28,47,39,40,-0.71126,0.40148,oui,1,1,0
1183,25,Homme,Quitte Lycee ou universite sans diplome,Autre,52,37,41,40,34,0.19268,0.40148,oui,1,1,0
1184,25,Femme,Diplome professionnel,Australie,40,37,41,56,36,0.52975,0.07987000000000001,oui,1,0,1
